Breed,Color,DogName,OwnerZip,Gender,Intact,Age,Weight,AverageWeight,Category
PUG,WHITE/TAN,CHECKERS,15229,Male,False,121,14,14.765407554671969,Small
SHETLAND SHEEPDOG,SABLE,RILEY,15014,Male,False,175,21,18.449101796407184,Small
CHIHUAHUA,WHITE,ANTHONY,15024,Male,False,149,4,4.020435069215557,Toy
LABRADOODLE,TAN,HONEY,15044,Female,False,127,67,72.0954954954955,Large
SIB HUSKY,MULTI,FLYNN,15205,Male,False,47,57,52.40229885057471,Large
ENG BULLDOG,WHITE/BLACK,THOR,15143,Male,False,28,46,42.68345323741007,Medium
CHIHUAHUA,BROWN,COCO PUFF,15146,Female,False,112,4,4.020435069215557,Toy
AM PIT BULL TERRIER,GREY,ASHE,15137,Male,False,52,72,62.09428223844282,Large
LABRADOR RETRIEVER,YELLOW,BELLA,15241,Female,False,88,78,71.38216365307999,Large
BOXER,WHITE,MAKO,15227,Male,False,111,79,71.2519422863485,Large
COCKER SPANIEL,BLACK WITH WHITE,JASPER,15223,Male,False,79,27,26.53018372703412,Medium
DACHSHUND,GOLD/RED,FINLEY,15239,Male,False,113,26,22.387126019945605,Medium
DACHSHUND,RED,HOPE,15024,Female,False,166,26,22.387126019945605,Medium
PUGGLE,BLACK,VADER,15221,Male,False,19,17,15.64102564102564,Small
PUG,FAWN,TEDDY,15228,Male,False,19,17,14.765407554671969,Small
POMERANIAN,BLACK/TAN,CLINTON,15239,Male,True,185,4,4.028953229398664,Toy
YORKSHIRE TERRIER,BLACK/TAN,TRIXIE,15216,Female,False,93,6,6.085308056872038,Small
CHIHUAHUA,BLACK/BROWN,TEEKO,15106,Male,False,175,4,4.020435069215557,Toy
CHIHUAHUA,BROWN,ZOE,15106,Female,False,132,4,4.020435069215557,Toy
POODLE STANDARD,CREAM,ELVIS,15239,Male,False,40,68,63.14046822742475,Large
CHIHUAHUA,BROWN,GUCCI,15132,Male,True,87,4,4.020435069215557,Toy
CHIHUAHUA,WHITE/BLACK/GREY,SYMBA,15235,Male,False,31,4,4.020435069215557,Toy
GOLDENDOODLE,RED,SADIE,15025,Female,False,124,64,71.67073954983923,Large
LABRADOR RETRIEVER,BROWN,NOLA,15236,Female,False,78,67,71.38216365307999,Large
GOLDEN RETRIEVER,GOLD,OLIVER IPPOLITO,15024,Male,False,62,71,64.81926121372031,Large
ROTTWEILER,BLACK/BROWN,APOLLO,15136,Male,True,64,116,115.73399014778325,Giant
AUS CATTLE DOG,WHITE/BLACK,BATTLE,15146,Female,False,98,38,42.33974358974359,Medium
GER SHEPHERD,BLACK/TAN,DUKE,15243,Male,False,138,88,81.36481303930968,Large
BORD COLLIE,WHITE/BLACK,ROXANNE,15228,Female,True,157,42,47.652482269503544,Large
BICHON FRISE,WHITE,HENRY OLIVER ERNST,15102,Male,False,18,15,13.739583333333334,Small
CAV KING CHAR SPANI,WHITE/BROWN,LOKI,15071,Male,False,60,16,14.696850393700787,Small
COCKAPOO,WHITE/BLACK,POINDEXTER,15205,Male,True,57,38,35.861111111111114,Medium
PUG,BROWN,SADIE,15122,Female,False,144,14,14.765407554671969,Small
PUG,BROWN,SOPHIE,15122,Female,False,158,15,14.765407554671969,Small
PUG,BROWN,SYDNEY,15122,Female,False,142,13,14.765407554671969,Small
POODLE STANDARD,BROWN,BUSTER,15044,Male,False,103,67,63.14046822742475,Large
GOLDENDOODLE,WHITE/YELLOW,CHANCE,15102,Female,False,128,57,71.67073954983923,Large
GOLDEN RETRIEVER,BROWN,SAMMY,15090,Male,False,21,67,64.81926121372031,Large
GER SHEPHERD,BLACK/TAN,ALEXA,15146,Female,False,57,78,81.36481303930968,Large
W HGHLND WH TERRIER,WHITE,STALEY,15220,Female,False,83,13,16.637735849056604,Small
BEAGLE,WHITE/BLACK/BROWN,TEDDY,15227,Male,False,139,21,20.472150814053126,Medium
POODLE TOY,BROWN/TAN,BUDDY,15102,Male,False,178,5,3.995475113122172,Toy
BICHON FRISE,WHITE,SNUGGLES,15102,Male,False,110,13,13.739583333333334,Small
WELSH CORGI PEMBROK,WHITE/TAN,TONKS,15236,Female,False,130,34,33.037151702786375,Medium
SHIH TZU,WHITE/BLACK,SID,15205,Male,True,135,11,12.004834810636583,Small
SHIH TZU,WHITE/BLACK,GENO,15205,Male,True,176,12,12.004834810636583,Small
BEAGLE,BLACK/BROWN,BAILEY,15209,Female,False,113,18,20.472150814053126,Medium
BORD COLLIE,BLACK,ELEANOR,16046,Female,True,78,48,47.652482269503544,Large
POMERANIAN,BLACK/TAN,STINKERBELL,15108,Male,False,118,5,4.028953229398664,Toy
LABRADOODLE,BLACK,LAYLA,15071,Female,False,21,67,72.0954954954955,Large
FRENCH BULLDOG,WHITE/BLACK,SHILOH,15065,Male,True,80,25,20.437100213219615,Medium
POMERANIAN,WHITE,ZIGGY,15090,Male,False,96,4,4.028953229398664,Toy
DACHSHUND,RED,JAX,15136,Male,False,23,25,22.387126019945605,Medium
GOLDEN RETRIEVER,BLONDE,ASHER,15241,Male,False,116,74,64.81926121372031,Large
BEAGLE,TRI-COLOR,LULU,15139,Female,False,85,22,20.472150814053126,Medium
DACHSHUND,BLACK/TAN,BAILEY,15227,Female,False,50,18,22.387126019945605,Medium
BOXER,BRINDLE,GIORGIO,15220,Male,False,90,92,71.2519422863485,Large
GREAT DANE,BLACK,MAUDE,15102,Female,True,104,156,152.86305732484075,Giant
AM PIT BULL TERRIER,BROWN,ROUX,15215,Female,False,142,64,62.09428223844282,Large
SHIH TZU,WHITE/GREY,COOKIE,15037,Female,True,174,12,12.004834810636583,Small
AUS CATTLE DOG,WHITE/BLACK,BRODY,15005,Male,False,115,53,42.33974358974359,Medium
MIN PINSCHER,BLACK/TAN,MIA,15106,Female,False,38,8,7.959641255605381,Small
COLLIE,BROWN,KLEAH,15235,Female,True,122,68,66.7784090909091,Large
AUS SHEPHERD,MERLE,KODA,15101,Female,False,78,65,57.110864745011085,Large
GOLDEN RETRIEVER,CREAM,TOBY,15129,Male,True,75,71,64.81926121372031,Large
AM PIT BULL TERRIER,BLACK/BROWN,ZOOEY,15108,Female,False,137,66,62.09428223844282,Large
JACK RUSSEL TERRIER,WHITE,AXEL,15106,Male,False,98,11,10.99581589958159,Small
LABRADOR RETRIEVER,BLACK,KALVIN,15044,Male,False,51,78,71.38216365307999,Large
GOLDEN RETRIEVER,GOLD,PENNY,15239,Female,True,111,70,64.81926121372031,Large
GER SHEPHERD,BLACK/TAN,FRIDAY,15229,Male,False,117,74,81.36481303930968,Large
GOLDENDOODLE,RED,IVY,15227,Female,False,102,75,71.67073954983923,Large
BICHON FRISE,WHITE,DAISY,15228,Female,False,105,13,13.739583333333334,Small
COCKER SPANIEL,CHOCOLATE,COCO,15237,Female,False,85,24,26.53018372703412,Medium
CHIHUAHUA,BLACK,ALFALFA,15136,Male,False,82,5,4.020435069215557,Toy
POMERANIAN,SABLE,TINKERBELLE,15136,Female,False,43,3,4.028953229398664,Toy
WELSH CORGI PEMBROK,MULTI,LUCIA,15057,Female,False,138,38,33.037151702786375,Medium
POODLE TOY,SILVER,MADISON,15133,Female,False,144,3,3.995475113122172,Toy
POMERANIAN,BLONDE,COCO,15223,Female,False,40,4,4.028953229398664,Toy
GOLDEN RETRIEVER,WHITE,RYDER,15239,Female,False,91,55,64.81926121372031,Large
GOLDENDOODLE,BROWN,RUBY,15101,Female,False,34,53,71.67073954983923,Large
POODLE STANDARD,APRICOT,CHEWIE,15227,Male,False,45,67,63.14046822742475,Large
AM PIT BULL TERRIER,WHITE/GREY,MOO MOSA,15147,Female,False,64,58,62.09428223844282,Large
POODLE TOY,CHOCOLATE,SASHA,15106,Female,False,109,4,3.995475113122172,Toy
DACHSHUND,BROWN,DAPHNE,15116,Female,False,124,19,22.387126019945605,Medium
YORKSHIRE TERRIER,BLACK/TAN,LUNA,15108,Female,False,53,6,6.085308056872038,Small
BOXER,BROWN,HARPER,15126,Female,False,74,59,71.2519422863485,Large
GOLDEN RETRIEVER,BROWN,OAKLEY,15071,Female,False,52,69,64.81926121372031,Large
GOLDEN RETRIEVER,GOLD,FERGUS,15084,Male,False,35,64,64.81926121372031,Large
SHIH TZU,WHITE/BLACK,GINGER ROSE ROBARE,15227,Female,True,43,12,12.004834810636583,Small
CAV KING CHAR SPANI,SPOTTED,PRINCESS BUTTERCUP,15102,Female,False,172,13,14.696850393700787,Small
PARSON RUSSELL TERR,WHITE/BLACK/BROWN,WINSTON,15241,Male,False,160,14,14.603174603174603,Small
LABRADOR RETRIEVER,BLACK,SHADOW,15146,Female,False,30,82,71.38216365307999,Large
POODLE TOY,WHITE/APRICOT,ANGEL,15044,Female,True,33,4,3.995475113122172,Toy
BASSET HOUND,TRI-COLOR,GUS,15126,Female,False,28,60,57.184357541899445,Large
LABRADOR RETRIEVER,WHITE/BROWN,EMMITT,15071,Male,False,114,75,71.38216365307999,Large
GOLDENDOODLE,APRICOT,LOLA,15239,Female,True,132,70,71.67073954983923,Large
DOBERMAN PINSCHER,BROWN/TAN,GRIFFIN,15241,Male,True,99,90,87.36585365853658,Large
YORKSHIRE TERRIER,SILVER,BO,15084,Female,False,169,6,6.085308056872038,Small
YORKSHIRE TERRIER,BROWN,ZOIE,15084,Female,False,172,6,6.085308056872038,Small
CHIHUAHUA,BROWN,NUGGET,15237,Male,False,132,4,4.020435069215557,Toy
AM PIT BULL TERRIER,WHITE/BLACK/BROWN,CLARE ROSE,15132,Female,False,37,61,62.09428223844282,Large
GER SHEPHERD,WHITE/BLACK/BROWN,BELLA,15237,Female,False,141,72,81.36481303930968,Large
COLLIE,SABLE/WHITE,JESSE,15237,Male,True,66,74,66.7784090909091,Large
DACHSHUND,BROWN,TEMO,15146,Male,True,87,27,22.387126019945605,Medium
BICHON FRISE,WHITE,ROCCO,15202,Male,False,142,13,13.739583333333334,Small
W HGHLND WH TERRIER,WHITE,KENZIE,15116,Female,False,191,17,16.637735849056604,Small
W HGHLND WH TERRIER,WHITE,MOLLY,15116,Female,False,74,13,16.637735849056604,Small
BICHON FRISE,WHITE/TAN,MILA,15116,Female,False,133,14,13.739583333333334,Small
POODLE TOY,BLACK,TIA,15146,Female,False,99,4,3.995475113122172,Toy
SHIH TZU,WHITE/BLACK/BROWN,BUSTER,15216,Male,True,76,12,12.004834810636583,Small
BORD COLLIE,WHITE/BLACK,ROSE,15143,Female,False,109,51,47.652482269503544,Large
POMERANIAN,WHITE/BROWN,SIMBA,15235,Male,True,130,5,4.028953229398664,Toy
COCKAPOO,WHITE/TAN,BENJI,15145,Male,True,116,36,35.861111111111114,Medium
BEAGLE,WHITE/BLACK/BROWN,ROYAL,15241,Female,True,159,19,20.472150814053126,Medium
CHIHUAHUA,MULTI,LILO,15148,Female,True,78,3,4.020435069215557,Toy
W HGHLND WH TERRIER,WHITE,BAILEY,15090,Male,True,61,19,16.637735849056604,Small
W HGHLND WH TERRIER,WHITE,BRIDGETTE,15090,Female,True,40,15,16.637735849056604,Small
SHIH TZU,BLACK/TAN/WHITE,KINGSTON,15129,Male,False,99,13,12.004834810636583,Small
CHIHUAHUA,WHITE/BLACK,DOMINO,15202,Male,False,33,4,4.020435069215557,Toy
GER SHEPHERD,BLACK/TAN,RANGER,15147,Male,False,95,85,81.36481303930968,Large
GER SHEPHERD,BLACK/BROWN,JETT,15147,Female,False,107,71,81.36481303930968,Large
YORKSHIRE TERRIER,GOLD,LACEY,15241,Female,False,164,6,6.085308056872038,Small
SHETLAND SHEEPDOG,BLACK,JACK,15108,Male,False,163,18,18.449101796407184,Small
GER SHEPHERD,BLACK,PATRICK,15132,Male,False,32,90,81.36481303930968,Large
BEAGLE,WHITE/BLACK/BROWN,DAISY,15044,Female,False,63,21,20.472150814053126,Medium
BORD COLLIE,BLACK WITH WHITE,LUCY,15112,Female,False,89,45,47.652482269503544,Large
SHIH TZU,WHITE,ZACK,15108,Male,False,140,12,12.004834810636583,Small
BEAGLE,WHITE/BLACK/BROWN,DAISY,15147,Female,False,36,18,20.472150814053126,Medium
CHIHUAHUA,WHITE/BLACK,BELLA,15101,Female,True,169,4,4.020435069215557,Toy
HAVANESE,WHITE,BENJI,15146,Male,False,69,11,10.14186046511628,Small
SCHNAUZER MIN,SALT/PEPPER,ZOE,15135,Female,False,64,13,12.735135135135135,Small
MALTESE,WHITE,BARNEY,15101,Male,True,108,4,3.9972677595628414,Toy
AM PIT BULL TERRIER,WHITE,SANSA,15234,Female,False,102,73,62.09428223844282,Large
GOLDENDOODLE,BLACK,NIKKO NICHOLSON,15120,Male,False,50,70,71.67073954983923,Large
DACHSHUND,BLACK,DUDLEY,15106,Male,False,56,24,22.387126019945605,Medium
CHIHUAHUA,CHOCOLATE,MARCELA,15084,Female,True,163,4,4.020435069215557,Toy
CHIHUAHUA,BLACK,VINNIE,15084,Male,True,118,5,4.020435069215557,Toy
CHIHUAHUA,BLACK/FAWN,CHI CHI,15084,Male,True,150,5,4.020435069215557,Toy
DACHSHUND,BLACK,FRITZ,15243,Male,False,36,18,22.387126019945605,Medium
GOLDEN RETRIEVER,GOLD,ANGEL,15068,Female,False,64,59,64.81926121372031,Large
LABRADOR RETRIEVER,BLACK,LILY,15236,Female,False,89,79,71.38216365307999,Large
LABRADOR RETRIEVER,YELLOW,JUNIOR,15024,Male,True,27,85,71.38216365307999,Large
SHIH TZU,WHITE,CINNAMON,15102,Female,False,19,12,12.004834810636583,Small
ENG BULLDOG,WHITE/BROWN,TANK,15090,Male,False,108,40,42.68345323741007,Medium
PUGGLE,BROWN,GINGER,15216,Female,False,47,15,15.64102564102564,Small
POODLE TOY,BLACK,ROCKY,15057,Male,False,48,5,3.995475113122172,Toy
SHETLAND SHEEPDOG,SPOTTED,DAKOTA,15025,Male,False,178,19,18.449101796407184,Small
SIB HUSKY,WHITE/RED,IVAN,15025,Male,True,129,58,52.40229885057471,Large
SIB HUSKY,WHITE/RED,MCKEEKA,15025,Female,False,121,52,52.40229885057471,Large
LABRADOODLE,SPOTTED,BOBBI,15228,Female,False,141,70,72.0954954954955,Large
SHIH TZU,WHITE/BLACK,GRACIE,15227,Female,False,112,10,12.004834810636583,Small
LABRADOR RETRIEVER,YELLOW,CHARLIE,15129,Male,False,131,80,71.38216365307999,Large
SIB HUSKY,WHITE/BLACK,SAMMIE,15236,Female,False,19,53,52.40229885057471,Large
SIB HUSKY,WHITE/GREY,BEAU,15025,Male,True,97,60,52.40229885057471,Large
BEAGLE,MULTI,ALLY,15024,Female,False,65,16,20.472150814053126,Medium
GOLDEN RETRIEVER,TAN,LEXI,15101,Female,False,39,56,64.81926121372031,Large
GOLDEN RETRIEVER,BLONDE,TAZ,15101,Male,False,67,74,64.81926121372031,Large
LABRADOR RETRIEVER,YELLOW,MAGGIE,15136,Female,True,121,72,71.38216365307999,Large
GER SHEPHERD,BLACK/BROWN,SPARKY,15214,Male,False,69,69,81.36481303930968,Large
YORKSHIRE TERRIER,TAN,LUCY,15202,Female,True,128,5,6.085308056872038,Small
DACHSHUND,BLACK/SILVER,PEBBLES,15137,Female,False,118,20,22.387126019945605,Medium
DACHSHUND,BLACK/BROWN,CAMP,15137,Male,False,147,26,22.387126019945605,Medium
GOLDENDOODLE,BROWN,FOZZIE,15108,Male,True,139,78,71.67073954983923,Large
LABRADOR RETRIEVER,CHOCOLATE,SOLOMON RYE,15215,Male,False,66,79,71.38216365307999,Large
COCKER SPANIEL,WHITE/BLACK,TULIE,15084,Female,False,102,21,26.53018372703412,Medium
GREAT PYRENEES,WHITE,COOKIE,15084,Female,True,116,106,103.94090909090909,Giant
GREAT PYRENEES,WHITE/BEIGE,HOPE,15084,Female,False,46,109,103.94090909090909,Giant
GER SHEPHERD,BLACK/TAN,ZOEY,15076,Female,False,79,75,81.36481303930968,Large
GOLDEN RETRIEVER,TAN,MONTE,15236,Male,False,99,64,64.81926121372031,Large
POODLE STANDARD,WHITE/TAN,PENNY,15108,Female,True,30,61,63.14046822742475,Large
GREAT DANE,BLACK,LARRY,15146,Male,False,92,118,152.86305732484075,Giant
GOLDEN RETRIEVER,WHITE,MOLLY,15108,Female,False,116,64,64.81926121372031,Large
GOLDEN RETRIEVER,BLONDE,ENZO,15017,Male,False,85,66,64.81926121372031,Large
GOLDEN RETRIEVER,,SOPHIE,15017,Female,False,24,72,64.81926121372031,Large
GER SHEPHERD,BLACK/BROWN,ALTHEA,15332,Female,False,32,70,81.36481303930968,Large
POODLE STANDARD,APRICOT,CHARLIE,15139,Male,False,81,70,63.14046822742475,Large
BOXER,RED/BROWN,BO NITRO,15106,Male,False,98,67,71.2519422863485,Large
AM PIT BULL TERRIER,WHITE/GREY,BUNNY,15106,Female,False,23,66,62.09428223844282,Large
MALTESE,WHITE,BAXTER,15237,Male,False,155,4,3.9972677595628414,Toy
BERNESE MTN DOG,WHITE/BLACK/BROWN,EINSTEIN,15241,Male,False,115,108,100.91791044776119,Giant
W HGHLND WH TERRIER,WHITE,ARGO,15101,Male,False,70,21,16.637735849056604,Small
COLLIE,WHITE/BROWN,GINGER,15227,Female,False,52,68,66.7784090909091,Large
SHETLAND SHEEPDOG,WHITE/BLACK/BROWN,SOPHIE,15227,Female,False,19,19,18.449101796407184,Small
GER SHEPHERD,BLACK/TAN,KODA,15214,Male,True,25,96,81.36481303930968,Large
POMERANIAN,WHITE/BLACK,SASSAFRAS,15090,Female,False,175,3,4.028953229398664,Toy
YORKSHIRE TERRIER,BLACK/TAN,LUCKY,15104,Male,True,130,5,6.085308056872038,Small
BICHON FRISE,WHITE,GABBY,15133,Female,False,142,12,13.739583333333334,Small
W HGHLND WH TERRIER,WHITE,LILLY,15101,Female,False,77,13,16.637735849056604,Small
POMERANIAN,TAN,LIZZI,15237,Female,False,146,3,4.028953229398664,Toy
POMERANIAN,SABLE,GABRIELLA(GABBY),15237,Female,False,126,4,4.028953229398664,Toy
SHIH TZU,WHITE/TAN,CODY,15014,Male,False,144,13,12.004834810636583,Small
LABRADOR RETRIEVER,BLACK,ABBY,15202,Female,False,73,70,71.38216365307999,Large
LABRADOR RETRIEVER,YELLOW,CONA,15122,Female,False,105,73,71.38216365307999,Large
BEAGLE,SPOTTED,RODDY,15132,Male,False,135,22,20.472150814053126,Medium
GOLDEN RETRIEVER,WHITE,SAM,15132,Male,True,142,65,64.81926121372031,Large
LABRADOR RETRIEVER,YELLOW,COOPER,15108,Male,False,97,75,71.38216365307999,Large
SHETLAND SHEEPDOG,WHITE/BLACK,ECLIPSE,15090,Male,False,125,19,18.449101796407184,Small
DACHSHUND,BLACK,JACKSON,15003,Male,False,146,19,22.387126019945605,Medium
SHETLAND SHEEPDOG,WHITE/BLACK/BROWN,LUCY,15090,Female,False,124,17,18.449101796407184,Small
YORKSHIRE TERRIER,TAN,ACTION JACKSON,15065,Male,True,147,7,6.085308056872038,Small
GER SHEPHERD,BLACK,KIBA,15218,Male,True,33,89,81.36481303930968,Large
YORKSHIRE TERRIER,BLACK,MICKEY,15136,Male,False,28,6,6.085308056872038,Small
DACHSHUND,BROWN,DANNY,15065,Male,False,47,19,22.387126019945605,Medium
SHIH TZU,BLACK,OLLIE,15146,Male,False,159,12,12.004834810636583,Small
AM BULLDOG,FAWN,DAPHNE,15227,Female,False,129,51,46.11363636363637,Large
CHIHUAHUA,WHITE/BROWN,DOODLE,15147,Male,True,118,5,4.020435069215557,Toy
BERNESE MTN DOG,WHITE/BLACK/BROWN,BANE,15229,Male,False,111,99,100.91791044776119,Giant
SIB HUSKY,SPOTTED,JINGLE,15202,Male,False,88,53,52.40229885057471,Large
ENG SPRINGER SPANIE,WHITE/LIVER,GRADY,15025,Male,False,88,44,44.726027397260275,Medium
BEAGLE,TRI-COLOR,ROCKY,15235,Male,True,76,24,20.472150814053126,Medium
BOXER,GREY,PIPER,15237,Female,False,19,68,71.2519422863485,Large
BORD COLLIE,WHITE/BROWN,GRACIE,15101,Female,False,108,50,47.652482269503544,Large
BICHON FRISE,WHITE,COCONUT,15234,Male,False,166,18,13.739583333333334,Small
LABRADOODLE,BLACK,AIDEN,15146,Male,False,111,83,72.0954954954955,Large
DACHSHUND,WHITE/BLACK,LUCY,15216,Female,False,119,21,22.387126019945605,Medium
AUS SHEPHERD,BLACK,SADIE,15216,Female,True,59,53,57.110864745011085,Large
PUGGLE,BLACK/TAN,LAVENDER,15145,Female,False,65,15,15.64102564102564,Small
AUS CATTLE DOG,WHITE/RED,CARAMEL,15044,Female,False,71,43,42.33974358974359,Medium
BOXER,FAWN,WOLFGANG,15237,Male,False,70,80,71.2519422863485,Large
WELSH CORGI PEMBROK,BRINDLE,OTIS,15102,Male,False,151,33,33.037151702786375,Medium
GOLDENDOODLE,RED,MICHAEL,15026,Male,True,28,64,71.67073954983923,Large
AUS CATTLE DOG,BLUE,HUNTER,15131,Male,True,112,43,42.33974358974359,Medium
BERNESE MTN DOG,WHITE/BLACK/BROWN,HEIDI,15143,Female,False,37,120,100.91791044776119,Giant
GER SHEPHERD,BLACK/TAN,RONIN,15136,Male,False,137,90,81.36481303930968,Large
BERNESE MTN DOG,WHITE/BLACK/BROWN,MILA,15143,Female,True,76,114,100.91791044776119,Giant
GOLDEN RETRIEVER,WHITE,GUNNER,15030,Male,False,113,69,64.81926121372031,Large
CANE CORSO,BLUE,DIALLO,15235,Male,True,96,121,119.63068181818181,Giant
CANE CORSO,BLACK,YARO,15235,Male,True,58,103,119.63068181818181,Giant
LABRADOR RETRIEVER,YELLOW,AMBER,15102,Female,False,141,58,71.38216365307999,Large
LABRADOR RETRIEVER,BLACK,GRACIE,15229,Female,False,92,69,71.38216365307999,Large
BEAGLE,BLACK,ROLAND,15209,Male,True,66,21,20.472150814053126,Medium
BOXER,BRINDLE,HERLEY,15133,Male,False,142,63,71.2519422863485,Large
AM PIT BULL TERRIER,BRINDLE,ARCHIE BUNKER,15076,Male,False,40,78,62.09428223844282,Large
LABRADOR RETRIEVER,BROWN,BEAR,15132,Male,True,119,71,71.38216365307999,Large
GER SHEPHERD,BLACK/TAN,MAIA,15146,Female,True,118,69,81.36481303930968,Large
LABRADOR RETRIEVER,SILVER,REX,15132,Male,True,127,66,71.38216365307999,Large
GOLDENDOODLE,WHITE/APRICOT,NELLIE,15025,Female,True,30,72,71.67073954983923,Large
AM PIT BULL TERRIER,BRINDLE,BANE,15044,Male,False,38,77,62.09428223844282,Large
AM PIT BULL TERRIER,BROWN,CARTER,15044,Male,False,124,71,62.09428223844282,Large
CAV KING CHAR SPANI,WHITE/BROWN,CHARLIE,15241,Male,False,73,17,14.696850393700787,Small
CAV KING CHAR SPANI,WHITE/BROWN,ROXI,15241,Female,True,97,13,14.696850393700787,Small
SHIH TZU,WHITE/BROWN,DEMI,15122,Female,False,43,13,12.004834810636583,Small
LABRADOR RETRIEVER,YELLOW,MARLEY,15238,Male,True,18,69,71.38216365307999,Large
LABRADOR RETRIEVER,BLONDE,SUNNIE,15057,Female,True,70,67,71.38216365307999,Large
SHIH TZU,WHITE,ZOEY,15135,Female,True,105,11,12.004834810636583,Small
HAVANESE,WHITE/BLACK/BROWN,EDDIE,15234,Male,False,96,10,10.14186046511628,Small
LABRADOR RETRIEVER,RED,PENNY,15237,Female,False,130,76,71.38216365307999,Large
SHETLAND SHEEPDOG,WHITE/BLACK/BROWN,CASSIE,15202,Female,False,43,18,18.449101796407184,Small
SHETLAND SHEEPDOG,MERLE,DOUGAL,15202,Male,False,23,19,18.449101796407184,Small
GOLDENDOODLE,BLACK,JETTA,15057,Female,False,144,68,71.67073954983923,Large
BEAGLE,TRI-COLOR,JAKE,15024,Male,True,80,22,20.472150814053126,Medium
BEAGLE,MULTI,COPPER,15132,Male,True,165,15,20.472150814053126,Medium
GER SHEPHERD,BLACK,STRYKER,15132,Male,False,128,83,81.36481303930968,Large
SHIH TZU,GOLD,ZOEY,15229,Female,False,170,12,12.004834810636583,Small
HAVANESE,WHITE,BUDDY,15212,Male,False,85,10,10.14186046511628,Small
LABRADOR RETRIEVER,BLACK,ROXANNE,15205,Female,False,36,56,71.38216365307999,Large
LABRADOR RETRIEVER,BLACK,RYLEE,15047,Female,False,82,61,71.38216365307999,Large
DOBERMAN PINSCHER,BLACK,KOBE,15235,Male,False,96,118,87.36585365853658,Large
BOSTON TERRIER,BLACK,ABEGAIL,15228,Female,False,35,13,16.468503937007874,Small
MIN PINSCHER,BLACK/BROWN,PHANTOM,15139,Male,False,156,8,7.959641255605381,Small
MIN PINSCHER,BLACK/BROWN,GYPSY,15139,Female,False,122,7,7.959641255605381,Small
GOLDEN RETRIEVER,RED,POPPY,15108,Female,False,41,53,64.81926121372031,Large
GER SHEPHERD,BLACK/BROWN,HARRISON,15102,Male,False,108,91,81.36481303930968,Large
LABRADOR RETRIEVER,WHITE/BLACK,JAXIE,15132,Female,False,126,59,71.38216365307999,Large
LABRADOR RETRIEVER,WHITE/BLACK,JAXIE,15132,Female,False,56,72,71.38216365307999,Large
HAVANESE,WHITE,HEAVENLY BLESSINGS,15110,Female,True,174,10,10.14186046511628,Small
GOLDENDOODLE,BLONDE,TUCKER,15057,Male,False,72,72,71.67073954983923,Large
SHETLAND SHEEPDOG,BLACK,BO,15135,Male,False,127,15,18.449101796407184,Small
SHETLAND SHEEPDOG,BLACK,BO,15135,Male,False,45,18,18.449101796407184,Small
CAV KING CHAR SPANI,BLACK,MOLLY,15102,Female,False,179,13,14.696850393700787,Small
GOLDEN RETRIEVER,WHITE,MADDIE,15065,Female,False,131,68,64.81926121372031,Large
GOLDEN RETRIEVER,GOLD,FREEDA,15065,Female,False,90,65,64.81926121372031,Large
CHIHUAHUA,BROWN,TOBY,15135,Male,False,119,4,4.020435069215557,Toy
GOLDEN RETRIEVER,GOLD,MURPHY,15135,Male,False,40,56,64.81926121372031,Large
PUG,SILVER,PENELOPE,15108,Female,False,73,13,14.765407554671969,Small
PUG,FAWN,WALLTER,15108,Male,False,91,15,14.765407554671969,Small
LABRADOR RETRIEVER,BLACK/BROWN,OAKLEY,15239,Male,False,59,64,71.38216365307999,Large
LABRADOR RETRIEVER,SILVER,HARLEY,15239,Female,False,128,63,71.38216365307999,Large
LABRADOR RETRIEVER,BLACK/BROWN,MAVERICK,15239,Male,True,92,73,71.38216365307999,Large
LABRADOR RETRIEVER,SILVER,HARLEY,15239,Female,False,30,69,71.38216365307999,Large
LABRADOR RETRIEVER,BLACK/BROWN,OAKLEY,15239,Male,False,100,65,71.38216365307999,Large
LABRADOR RETRIEVER,BLACK/BROWN,MAVERICK,15239,Male,False,138,76,71.38216365307999,Large
SHIH TZU,GOLD,MUFFIN,15241,Female,False,59,11,12.004834810636583,Small
COCKER SPANIEL,TAN,FINLEY,15101,Male,False,31,23,26.53018372703412,Medium
DACHSHUND,BROWN,SUGAREE,15143,Female,False,110,20,22.387126019945605,Medium
POODLE STANDARD,BLACK,CHINA,15220,Female,False,97,51,63.14046822742475,Large
